Z7M37     ,FUTSTKDCB       30APR2009                    ,2009-04-01,S,0,0,14000,21,293536.74,420,43.26,49.98
Z7M37     ,FUTSTKDCB       30APR2009                    ,2009-04-01,S,0,0,14000,21,293536.74,420,43.26,49.98
Z7M37     ,FUTSTKDCB       30APR2009                    ,2009-04-01,S,0,0,14000,19.2,268336.74,420,43.26,45.7
Z7M37     ,FUTSTKDCB       30APR2009                    ,2009-04-01,S,0,0,14000,20,279536.74,420,43.26,47.6
EHGA1     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,500,45,0,0,-23603,1000,103,0
BRAL8     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,50,45,0,0,-2360.3,100,10.3,0
BOYP0     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,200,45,0,0,-9441.2,400,41.2,0
ATKQ6     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,100,45,0,0,-4700,181.32,18.68,0
QI910     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,100,45,0,0,-4720.6,200,20.6,0
M5P56     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,250,45,0,0,-11801.5,500,51.5,0
TPD23     ,FUTIDXMINIFTY   30APR2009                    ,2009-04-02,S,0,0,20,3170.3,63336.06318,63.41,6.53,10.78
TPD23     ,FUTIDXMINIFTY   30APR2009                    ,2009-04-02,S,0,0,40,3175.25,126869.9102,127.01,13.08,21.59
XJVQ7     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,150,45,0,0,-7080.9,300,30.9,0
YEV20     ,FUTIDXMINIFTY   30APR2009                    ,2009-04-02,S,0,0,20,3175,63429.9595,63.5,6.54,10.8
YEV20     ,FUTIDXMINIFTY   30APR2009                    ,2009-04-02,S,0,0,20,3175,63429.9595,63.5,6.54,10.8
EDL28     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,300,45,0,0,-14161.8,600,61.8,0
HBCO5     ,OPTIDXNIFTY     30APR2009PE   3000.00        ,2009-04-02,P,150,45,0,0,-7080.9,300,30.9,0
