2001	1001	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2002	1002	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2003	1003	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2004	1004	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2005	1005	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2006	1006	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2007	1007	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2008	1008	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2009	1009	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2010	1010	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2011	1011	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2012	1012	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2013	1013	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2014	1014	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2015	1015	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2016	1016	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2017	1017	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2018	1018	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2019	1019	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2020	1020	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2021	1021	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2022	1022	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2023	1023	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2024	1024	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2025	1025	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2026	1026	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2027	1027	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2028	1028	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2029	1029	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2030	1030	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2031	1031	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2032	1032	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2033	1033	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2034	1034	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2035	1035	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2036	1036	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2037	1037	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2038	1038	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2039	1039	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2040	1040	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2041	1041	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2042	1042	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2043	1043	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2044	1044	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2045	1045	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2046	1046	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2047	1047	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2048	1048	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2049	1049	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2050	1050	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2051	1051	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2052	1052	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2053	1053	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2054	1054	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2055	1055	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2056	1056	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2057	1057	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2058	1058	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2059	1059	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2060	1060	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2061	1061	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2062	1062	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2063	1063	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2064	1064	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2065	1065	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2066	1066	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2067	1067	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2068	1068	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2069	1069	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2070	1070	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2071	1071	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2072	1072	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2073	1073	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2074	1074	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2075	1075	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2076	1076	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2077	1077	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2078	1078	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2079	1079	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2080	1080	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2081	1081	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2082	1082	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2083	1083	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2084	1084	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2085	1085	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2086	1086	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2087	1087	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2088	1088	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
2089	1089	2999	Hexagon MF	active	0	2009-07-01	\N	2009-07-01 00:00:00	0	Hexagon MF	\N	0	0	2
