L4729     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-09,S,0,0,200,1638.05,327256.1812,327.61,26.21,
Y2165     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-09,S,0,0,200,1637.6,327166.2784,327.52,26.2,
U9608     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-14,S,0,0,200,1676.7,334970.4553,335.34,34.2,
Y2165     ,OPTIDXNIFTY     30SEP2004PE   1700.00        ,2004-09-16,P,200,25.4,0,0,-5460.27816,345.08,35.2,
L4729     ,OPTIDXNIFTY     30SEP2004PE   1700.00        ,2004-09-16,P,200,25.4,0,0,-5460.27816,345.08,35.2,
L4729     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-28,P,200,1705,0,0,-341375.782,341,34.78,
L4729     ,OPTIDXNIFTY     30SEP2004PE   1700.00        ,2004-09-28,S,0,0,200,8.1,1243.53476,341.62,34.85,
Y2165     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-28,P,200,1705,0,0,-341375.782,341,34.78,
Y2165     ,OPTIDXNIFTY     30SEP2004PE   1700.00        ,2004-09-28,S,0,0,200,8.1,1243.53476,341.62,34.85,
U9608     ,FUTIDXNIFTY     30SEP2004                    ,2004-09-30,P,200,1745.5,0,0,-349484.7082,349.1,35.61,
F5265     ,FUTIDXNIFTY     28APR2005                    ,2005-03-22,P,200,2075,0,0,-415457.33,415,42.33,0
F5265     ,FUTIDXNIFTY     28APR2005                    ,2005-03-23,P,200,2043,0,0,-409050.2772,408.6,41.68,0
